word,difficulty,genre_ids,genres,hints
Besucherausweis,4,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Klingel~A_TARGET_VIBE~2,Badge~A_TARGET_VIBE~3,Schranke~A_TARGET_VIBE~3,Eingang~A_TARGET_VIBE~3,Türcode~A_TARGET_VIBE~4,Büro~A_TARGET_VIBE~4"
Betriebsarzt,4,7|9,Wissenschaft & Medizin|Gesellschaft & Beruf,"Blutdruck~A_TARGET_VIBE~2,Versichertenkarte~A_TARGET_VIBE~3,Praxis~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Diagnose~A_TARGET_VIBE~4,Ordner~A_TARGET_VIBE~4"
Betriebsausflug,3,9|13,Gesellschaft & Beruf|Feste & Jahreszeiten,"Saal~A_TARGET_VIBE~2,Musik~A_TARGET_VIBE~2,Buffet~A_TARGET_VIBE~2,Teamfoto~A_TARGET_VIBE~3,Gruß~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Betriebsfeier,3,9|13,Gesellschaft & Beruf|Feste & Jahreszeiten,"Catering~A_TARGET_VIBE~2,Einladung~A_TARGET_VIBE~2,Rede~A_TARGET_VIBE~2,Buffet~A_TARGET_VIBE~3,Teamfoto~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Betriebsgeheimnis,4,9,Gesellschaft & Beruf,"Sperrvermerk~A_TARGET_VIBE~2,Aktennotiz~A_TARGET_VIBE~3,Tresor~A_TARGET_VIBE~3,Warnhinweis~A_TARGET_VIBE~3,Zugang~A_TARGET_VIBE~4,Formular~A_TARGET_VIBE~4"
Betriebsklima,3,9,Gesellschaft & Beruf,"Bewertung~A_TARGET_VIBE~2,Ruf~A_TARGET_VIBE~2,Erwartung~A_TARGET_VIBE~2,Planbarkeit~A_TARGET_VIBE~3,Rückendeckung~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Betriebsordnung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Disziplin~A_TARGET_VIBE~2,Hinweis~A_TARGET_VIBE~3,Pflicht~A_TARGET_VIBE~3,Kontrolle~A_TARGET_VIBE~3,Sanktion~A_TARGET_VIBE~4,Rückfrage~A_TARGET_VIBE~4"
Betriebsrat,4,9,Gesellschaft & Beruf,"Mitbestimmung~A_TARGET_VIBE~2,Sprechstunde~A_TARGET_VIBE~3,Einigung~A_TARGET_VIBE~3,Kollegen~A_TARGET_VIBE~3,Verhandlung~A_TARGET_VIBE~4,Tarif~A_TARGET_VIBE~4"
Betriebsurlaub,3,9,Gesellschaft & Beruf,"Vertretung~A_TARGET_VIBE~2,Abwesenheit~A_TARGET_VIBE~2,Kalender~A_TARGET_VIBE~2,Genehmigung~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Betriebsversammlung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Beamer~A_TARGET_VIBE~2,Tagesordnung~A_TARGET_VIBE~3,Moderation~A_TARGET_VIBE~3,Redeliste~A_TARGET_VIBE~3,Kaffee~A_TARGET_VIBE~4,Unterschrift~A_TARGET_VIBE~4"
Beurteilung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Ausgang~A_TARGET_VIBE~2,Bearbeitung~A_TARGET_VIBE~2,Eingang~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Bewerber,2,9,Gesellschaft & Beruf,"Probezeit~A_TARGET_VIBE~2,Einstellungstest~A_TARGET_VIBE~2,Referenz~A_TARGET_VIBE~2,Interview~A_TARGET_VIBE~2,Personalabteilung~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Bewerbung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Gehaltswunsch~A_TARGET_VIBE~2,Assessment~A_TARGET_VIBE~2,Absage~A_TARGET_VIBE~2,Referenz~A_TARGET_VIBE~2,Vakanzen~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3"
Bewerbungsfrist,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Vakanzen~A_TARGET_VIBE~2,Assessment~A_TARGET_VIBE~3,Einstellungstest~A_TARGET_VIBE~3,Referenz~A_TARGET_VIBE~3,Bewerbungsmappe~A_TARGET_VIBE~4,Unterschrift~A_TARGET_VIBE~4"
Bewerbungsgespräch,3,9,Gesellschaft & Beruf,"Referenz~A_TARGET_VIBE~2,Onboarding~A_TARGET_VIBE~2,Interview~A_TARGET_VIBE~2,Recruiter~A_TARGET_VIBE~3,Stellenprofil~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Bewerbungsmappe,4,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Interview~A_TARGET_VIBE~2,Vakanzen~A_TARGET_VIBE~3,Assessment~A_TARGET_VIBE~3,Probezeit~A_TARGET_VIBE~3,Referenz~A_TARGET_VIBE~4,Formular~A_TARGET_VIBE~4"
Bewerbungsschreiben,3,9,Gesellschaft & Beruf,"Stellenprofil~A_TARGET_VIBE~2,Gehaltswunsch~A_TARGET_VIBE~2,Assessment~A_TARGET_VIBE~2,Recruiter~A_TARGET_VIBE~3,Absage~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Bewerbungstermin,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Recruiter~A_TARGET_VIBE~2,Stellenprofil~A_TARGET_VIBE~2,Probezeit~A_TARGET_VIBE~2,Interview~A_TARGET_VIBE~3,Gespräch~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Bewerbungstraining,4,9,Gesellschaft & Beruf,"Einstellungstest~A_TARGET_VIBE~2,Onboarding~A_TARGET_VIBE~3,Probezeit~A_TARGET_VIBE~3,Stellenprofil~A_TARGET_VIBE~3,Vakanzen~A_TARGET_VIBE~4,Stempel~A_TARGET_VIBE~4"
Bewertung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Ablage~A_TARGET_VIBE~2,Nachweis~A_TARGET_VIBE~2,Umsetzung~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Bewirtung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Ausgang~A_TARGET_VIBE~2,Freigabe~A_TARGET_VIBE~3,Nachweis~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~4,Kopie~A_TARGET_VIBE~4"
Bezahlung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Quittung~A_TARGET_VIBE~2,Mahnung~A_TARGET_VIBE~2,Skonto~A_TARGET_VIBE~2,Gutschrift~A_TARGET_VIBE~2,Zahlungsziel~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Bilanz,4,9,Gesellschaft & Beruf,"Formular~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~4,Posteingang~A_TARGET_VIBE~4"
Bildschirm,2,9,Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Blazer,3,9,Gesellschaft & Beruf,"Kalender~A_TARGET_VIBE~2,Ziel~A_TARGET_VIBE~2,Feedback~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Bleistift,1,9,Gesellschaft & Beruf,"Rückfrage~A_TARGET_VIBE~1,Stempel~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2"
Bonus,3,9,Gesellschaft & Beruf,"Zahlungsziel~A_TARGET_VIBE~2,Mahnung~A_TARGET_VIBE~2,Übertrag~A_TARGET_VIBE~2,Lastschrift~A_TARGET_VIBE~3,Skonto~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Branchenwechsel,4,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~4,Besprechung~A_TARGET_VIBE~4"
Brief,1,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Briefkasten~A_TARGET_VIBE~1,Porto~A_TARGET_VIBE~2,Sendung~A_TARGET_VIBE~2,Adresse~A_TARGET_VIBE~2,Umschlag~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2"
Briefkasten,2,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Zeitung~A_TARGET_VIBE~2,Einwurf~A_TARGET_VIBE~2,Tracking~A_TARGET_VIBE~2,Einschreiben~A_TARGET_VIBE~2,Verzögerung~A_TARGET_VIBE~3,Brief~B_PART_VIBE~2"
Briefpapier,3,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Poststempel~A_TARGET_VIBE~2,Tracking~A_TARGET_VIBE~2,Briefkasten~A_TARGET_VIBE~2,Lieferung~A_TARGET_VIBE~3,Umschlag~A_TARGET_VIBE~3,Brief~B_PART_VIBE~2"
Buchhaltung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Eingang~A_TARGET_VIBE~2,Umsetzung~A_TARGET_VIBE~3,Rückmeldung~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~4,Besprechung~A_TARGET_VIBE~4"
Buchung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Umsetzung~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Bearbeitung~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Budget,4,9,Gesellschaft & Beruf,"Rückfrage~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~4,Telefonat~A_TARGET_VIBE~4"
Burnout,3,9,Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Bus,1,9,Gesellschaft & Beruf,"Besprechung~A_TARGET_VIBE~1,Sachbearbeiter~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2"
Büro,1,3|9|10,Orte & Reisen|Gesellschaft & Beruf|Haushalt & Wohnen,"Störung~A_TARGET_VIBE~1,Schild~A_TARGET_VIBE~2,Flur~A_TARGET_VIBE~2,Etage~A_TARGET_VIBE~2,Notausgang~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2"
Bürokratie,3,3|9|10,Orte & Reisen|Gesellschaft & Beruf|Haushalt & Wohnen,"Brandschutz~A_TARGET_VIBE~2,Etage~A_TARGET_VIBE~2,Heizung~A_TARGET_VIBE~2,Gebäude~A_TARGET_VIBE~3,Flur~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Bürostuhl,2,3|9|10,Orte & Reisen|Gesellschaft & Beruf|Haushalt & Wohnen,"Schild~A_TARGET_VIBE~2,Wartung~A_TARGET_VIBE~2,Störung~A_TARGET_VIBE~2,Reinigung~A_TARGET_VIBE~2,Brandschutz~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Chancengleichheit,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Teamgeist~A_TARGET_VIBE~2,Erwartung~A_TARGET_VIBE~3,Motivation~A_TARGET_VIBE~3,Disziplin~A_TARGET_VIBE~3,Eigeninitiative~A_TARGET_VIBE~4,E-Mail~A_TARGET_VIBE~4"
Chef,1,9,Gesellschaft & Beruf,"Kopie~A_TARGET_VIBE~1,Rückfrage~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2"
Chefetage,3,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Computer,2,6|9,Technik & Digitales|Gesellschaft & Beruf,"Datenbank~A_TARGET_VIBE~2,Passwort~A_TARGET_VIBE~2,WLAN~A_TARGET_VIBE~2,Update~A_TARGET_VIBE~2,Zugang~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Dank,1,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Gruß~A_TARGET_VIBE~1,Anerkennung~A_TARGET_VIBE~2,Teamfoto~A_TARGET_VIBE~2,Rede~A_TARGET_VIBE~2,Karte~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2"
Datenbank,4,6|9,Technik & Digitales|Gesellschaft & Beruf,"Backup~A_TARGET_VIBE~2,Passwort~A_TARGET_VIBE~3,Ticket~A_TARGET_VIBE~3,Bug~A_TARGET_VIBE~3,Client~A_TARGET_VIBE~4,Durchwahl~A_TARGET_VIBE~4"
Datenschutz,4,6|9,Technik & Digitales|Gesellschaft & Beruf,"Anonymisierung~A_TARGET_VIBE~2,Zugriffsrecht~A_TARGET_VIBE~3,Audit~A_TARGET_VIBE~3,Schulung~A_TARGET_VIBE~3,Einwilligung~A_TARGET_VIBE~4,Unterschrift~A_TARGET_VIBE~4"
Dienstanweisung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Kopie~A_TARGET_VIBE~2,Vorgang~A_TARGET_VIBE~3,Nachtrag~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~4,Posteingang~A_TARGET_VIBE~4"
Diensthandy,3,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Dienstleistung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Freigabe~A_TARGET_VIBE~2,Notiz~A_TARGET_VIBE~2,Ablage~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Dienstplan,3,9,Gesellschaft & Beruf,"Pausen~A_TARGET_VIBE~2,Kalender~A_TARGET_VIBE~2,Urlaub~A_TARGET_VIBE~2,Zeitfenster~A_TARGET_VIBE~3,Rotation~A_TARGET_VIBE~3,Plan~B_PART_VIBE~2"
Dienstreise,3,3|9,Orte & Reisen|Gesellschaft & Beruf,"Hotel~A_TARGET_VIBE~2,Ausland~A_TARGET_VIBE~2,Grenzkontrolle~A_TARGET_VIBE~2,Abreise~A_TARGET_VIBE~3,Passfoto~A_TARGET_VIBE~3,Flug~A_TARGET_VIBE~3"
Dienstreiseantrag,4,3|9,Orte & Reisen|Gesellschaft & Beruf,"Abreise~A_TARGET_VIBE~2,Reisekosten~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3,Koffer~A_TARGET_VIBE~3,Hotel~A_TARGET_VIBE~4,Flug~A_TARGET_VIBE~4"
Dienstwagen,3,9,Gesellschaft & Beruf,"Termin~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Dokument,3,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Dozent,4,9,Gesellschaft & Beruf,"Kopie~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~4,Posteingang~A_TARGET_VIBE~4"
Dringlichkeit,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Bewertung~A_TARGET_VIBE~2,Disziplin~A_TARGET_VIBE~3,Eigeninitiative~A_TARGET_VIBE~3,Termintreue~A_TARGET_VIBE~3,Absprachen~A_TARGET_VIBE~4,Telefonat~A_TARGET_VIBE~4"
Drucker,3,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Scan~A_TARGET_VIBE~2,Kabel~A_TARGET_VIBE~2,A4~A_TARGET_VIBE~2,Toner~A_TARGET_VIBE~3,Heftung~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Durchwahl,4,9,Gesellschaft & Beruf,"Rückfrage~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~4,Posteingang~A_TARGET_VIBE~4"
Ehrenamt,3,9,Gesellschaft & Beruf,"Durchwahl~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Eigeninitiative,4,9,Gesellschaft & Beruf,"Kopie~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~4,Telefonat~A_TARGET_VIBE~4"
Eignungstest,4,9,Gesellschaft & Beruf,"Scan~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~4,Unterschrift~A_TARGET_VIBE~4"
Einarbeitung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Nachtrag~A_TARGET_VIBE~2,Erledigt~A_TARGET_VIBE~2,Notiz~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Einfluss,3,9,Gesellschaft & Beruf,"Formular~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Einführung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Ausgang~A_TARGET_VIBE~2,Rückmeldung~A_TARGET_VIBE~2,Umsetzung~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Einkauf,3,9,Gesellschaft & Beruf,"Telefonat~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3"
Einladung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Nachweis~A_TARGET_VIBE~2,Nachtrag~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Einladungskarte,3,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Unterschrift~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3,Karte~B_PART_VIBE~2"
Einladungsschreiben,3,9,Gesellschaft & Beruf,"Kollege~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Ordner~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Einstand,4,9,Gesellschaft & Beruf,"E-Mail~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~4,Posteingang~A_TARGET_VIBE~4"
Einstellung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Mitteilung~A_TARGET_VIBE~2,Bearbeitung~A_TARGET_VIBE~2,Rückmeldung~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Einweisung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Ablage~A_TARGET_VIBE~2,Notiz~A_TARGET_VIBE~2,Umsetzung~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3"
Einzug,2,3|9,Orte & Reisen|Gesellschaft & Beruf,"Posteingang~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Zug~B_PART_VIBE~2"
Empfang,3,3|9,Orte & Reisen|Gesellschaft & Beruf,"Türcode~A_TARGET_VIBE~2,Pförtner~A_TARGET_VIBE~2,Klingel~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Wartezeit~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~3"
Empfangsbereich,3,3|9,Orte & Reisen|Gesellschaft & Beruf,"Entscheidung~A_TARGET_VIBE~2,Personal~A_TARGET_VIBE~2,Chefetage~A_TARGET_VIBE~2,Richtlinie~A_TARGET_VIBE~3,Ressort~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Empfangsbestätigung,4,3|9|12,Orte & Reisen|Gesellschaft & Beruf|Gefühle & Abstraktes,"Beschluss~A_TARGET_VIBE~2,Abstimmung~A_TARGET_VIBE~3,Daumen~A_TARGET_VIBE~3,Begründung~A_TARGET_VIBE~3,Diskussion~A_TARGET_VIBE~4,Besprechung~A_TARGET_VIBE~4"
Empfangsdame,4,3|9,Orte & Reisen|Gesellschaft & Beruf,"Pförtner~A_TARGET_VIBE~2,Wartezeit~A_TARGET_VIBE~3,Ausweis~A_TARGET_VIBE~3,Besucher~A_TARGET_VIBE~3,Kaffeetasse~A_TARGET_VIBE~4,Besprechung~A_TARGET_VIBE~4"
Empfangsschalter,3,0|3|9,Alltag & Gegenstände|Orte & Reisen|Gesellschaft & Beruf,"Schlüssel~A_TARGET_VIBE~2,Gästeliste~A_TARGET_VIBE~2,Telefonzentrale~A_TARGET_VIBE~2,Besucher~A_TARGET_VIBE~3,Kaffeetasse~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Empfangstheke,4,3|9|10,Orte & Reisen|Gesellschaft & Beruf|Haushalt & Wohnen,"Wartezeit~A_TARGET_VIBE~2,Türcode~A_TARGET_VIBE~3,Schlüssel~A_TARGET_VIBE~3,Namensschild~A_TARGET_VIBE~3,Klingel~A_TARGET_VIBE~4,Termin~A_TARGET_VIBE~4"
Empfehlung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Umsetzung~A_TARGET_VIBE~2,Mitteilung~A_TARGET_VIBE~2,Vermerk~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Entscheidung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Freigabe~A_TARGET_VIBE~2,Beschluss~A_TARGET_VIBE~2,Diskussion~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Protokoll~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Entschuldigung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Aussprache~A_TARGET_VIBE~2,Vermittlung~A_TARGET_VIBE~2,Versprechen~A_TARGET_VIBE~2,Umarmung~A_TARGET_VIBE~2,Neustart~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Entwurf,3,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Version~A_TARGET_VIBE~2,Nachweis~A_TARGET_VIBE~2,Aktennotiz~A_TARGET_VIBE~2,Datum~A_TARGET_VIBE~3,Randnotiz~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3"
Erfahrung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Lebenslauf~A_TARGET_VIBE~2,Netzwerk~A_TARGET_VIBE~2,Ziel~A_TARGET_VIBE~2,Berufsberatung~A_TARGET_VIBE~2,Kompetenz~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Erfolg,2,9,Gesellschaft & Beruf,"Motivation~A_TARGET_VIBE~2,Rückendeckung~A_TARGET_VIBE~2,Bewertung~A_TARGET_VIBE~2,Pünktlichkeit~A_TARGET_VIBE~2,Respekt~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Ergebnis,2,9,Gesellschaft & Beruf,"Quartal~A_TARGET_VIBE~2,Kapitel~A_TARGET_VIBE~2,Seite~A_TARGET_VIBE~2,Tabelle~A_TARGET_VIBE~2,Grafik~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Etikette,4,9,Gesellschaft & Beruf,"Versöhnung~A_TARGET_VIBE~2,Anstand~A_TARGET_VIBE~3,Klatsch~A_TARGET_VIBE~3,Höflichkeit~A_TARGET_VIBE~3,Lächeln~A_TARGET_VIBE~4,Ordner~A_TARGET_VIBE~4"
Fahrgemeinschaft,3,3|9|12,Orte & Reisen|Gesellschaft & Beruf|Gefühle & Abstraktes,"Einfahrt~A_TARGET_VIBE~2,Haltestelle~A_TARGET_VIBE~2,Verspätung~A_TARGET_VIBE~2,Stau~A_TARGET_VIBE~3,Straßenbahn~A_TARGET_VIBE~3,Rushhour~A_TARGET_VIBE~3"
Fahrkarte,2,0|3|9,Alltag & Gegenstände|Orte & Reisen|Gesellschaft & Beruf,"Fahrrad~A_TARGET_VIBE~2,Regen~A_TARGET_VIBE~2,Rushhour~A_TARGET_VIBE~2,Einfahrt~A_TARGET_VIBE~2,Bahn~A_TARGET_VIBE~3,Karte~B_PART_VIBE~2"
Fahrrad,1,3|9,Orte & Reisen|Gesellschaft & Beruf,"Stau~A_TARGET_VIBE~1,Umleitung~A_TARGET_VIBE~2,Haltestelle~A_TARGET_VIBE~2,Kilometer~A_TARGET_VIBE~2,Taktung~A_TARGET_VIBE~2,Rushhour~A_TARGET_VIBE~2"
Fehlermeldung,3,6|9|12,Technik & Digitales|Gesellschaft & Beruf|Gefühle & Abstraktes,"Passwort~A_TARGET_VIBE~2,Servicestelle~A_TARGET_VIBE~2,Browser~A_TARGET_VIBE~2,Arbeitsstation~A_TARGET_VIBE~3,Störungsmeldung~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
